README.mdiso3;year;month;fatalities
LSO;2010;11;
LSO;2010;12;
LSO;2011;1;
LSO;2011;2;
LSO;2011;3;
LSO;2011;4;
LSO;2011;5;
LSO;2011;6;
LSO;2011;7;
LSO;2011;8;
LSO;2011;9;
LSO;2011;10;
LSO;2011;11;
LSO;2011;12;
LSO;2012;1;
LSO;2012;2;
LSO;2012;3;
LSO;2012;4;
LSO;2012;5;
LSO;2012;6;
LSO;2012;7;
LSO;2012;8;
LSO;2012;9;
LSO;2012;10;
LSO;2012;11;
LSO;2012;12;
LSO;2013;1;
LSO;2013;2;
LSO;2013;3;
LSO;2013;4;
LSO;2013;5;
LSO;2013;6;
LSO;2013;7;
LSO;2013;8;
LSO;2013;9;
LSO;2013;10;
LSO;2013;11;
LSO;2013;12;
LSO;2014;1;
LSO;2014;2;
LSO;2014;3;
LSO;2014;4;
LSO;2014;5;
LSO;2014;6;
LSO;2014;7;
LSO;2014;8;
LSO;2014;9;
LSO;2014;10;
LSO;2014;11;
LSO;2014;12;
LSO;2015;1;
LSO;2015;2;
LSO;2015;3;
LSO;2015;4;
LSO;2015;5;
LSO;2015;6;
LSO;2015;7;
LSO;2015;8;
LSO;2015;9;
LSO;2015;10;
LSO;2015;11;
LSO;2015;12;
LSO;2016;1;
LSO;2016;2;
LSO;2016;3;
LSO;2016;4;
LSO;2016;5;
LSO;2016;6;
LSO;2016;7;
LSO;2016;8;
LSO;2016;9;
LSO;2016;10;
LSO;2016;11;
LSO;2016;12;
LSO;2017;1;
LSO;2017;2;
LSO;2017;3;
LSO;2017;4;
LSO;2017;5;
LSO;2017;6;
LSO;2017;7;
LSO;2017;8;
LSO;2017;9;
LSO;2017;10;
LSO;2017;11;
LSO;2017;12;
LSO;2018;1;
LSO;2018;2;
LSO;2018;3;
LSO;2018;4;
LSO;2018;5;
LSO;2018;6;
LSO;2018;7;
LSO;2018;8;
LSO;2018;9;
LSO;2018;10;
LSO;2018;11;
LSO;2018;12;
LSO;2019;1;
LSO;2019;2;
LSO;2019;3;
LSO;2019;4;
LSO;2019;5;
LSO;2019;6;
LSO;2019;7;
LSO;2019;8;
LSO;2019;9;
LSO;2019;10;
LSO;2019;11;
LSO;2019;12;
LSO;2020;1;
LSO;2020;2;
LSO;2020;3;
LSO;2020;4;
LSO;2020;5;
LSO;2020;6;
LSO;2020;7;
LSO;2020;8;
LSO;2020;9;
LSO;2020;10;
LSO;2020;11;
LSO;2020;12;
LSO;2021;1;
LSO;2021;2;
LSO;2021;3;
LSO;2021;4;
LSO;2021;5;
LSO;2021;6;
LSO;2021;7;
LSO;2021;8;
LSO;2021;9;
LSO;2021;10;
LSO;2021;11;
LSO;2021;12;
MAR;2003;8;
MAR;2003;9;1.0
MAR;2003;10;
MAR;2003;11;
MAR;2003;12;
MAR;2004;1;
MAR;2004;2;
MAR;2004;3;
MAR;2004;4;
MAR;2004;5;
MAR;2004;6;
MAR;2004;7;
MAR;2004;8;
MAR;2004;9;
MAR;2004;10;
MAR;2004;11;
MAR;2004;12;
MAR;2005;1;
MAR;2005;2;
MAR;2005;3;
MAR;2005;4;
MAR;2005;5;
MAR;2005;6;
MAR;2005;7;
MAR;2005;8;
MAR;2005;9;
MAR;2005;10;
MAR;2005;11;
MAR;2005;12;
MAR;2006;1;
MAR;2006;2;
MAR;2006;3;
MAR;2006;4;
MAR;2006;5;
MAR;2006;6;
MAR;2006;7;
MAR;2006;8;
MAR;2006;9;
MAR;2006;10;
MAR;2006;11;
MAR;2006;12;
MAR;2007;1;
MAR;2007;2;
MAR;2007;3;
MAR;2007;4;
MAR;2007;5;
MAR;2007;6;
MAR;2007;7;
MAR;2007;8;
MAR;2007;9;
MAR;2007;10;
MAR;2007;11;
MAR;2007;12;
MAR;2008;1;
MAR;2008;2;
MAR;2008;3;
MAR;2008;4;
MAR;2008;5;
MAR;2008;6;
MAR;2008;7;
MAR;2008;8;
MAR;2008;9;
MAR;2008;10;
MAR;2008;11;
MAR;2008;12;
MAR;2009;1;
MAR;2009;2;
MAR;2009;3;
MAR;2009;4;
MAR;2009;5;
MAR;2009;6;
MAR;2009;7;
MAR;2009;8;
MAR;2009;9;
MAR;2009;10;
MAR;2009;11;
MAR;2009;12;
MAR;2010;1;
MAR;2010;2;
MAR;2010;3;
MAR;2010;4;
MAR;2010;5;
MAR;2010;6;
MAR;2010;7;
MAR;2010;8;
MAR;2010;9;
MAR;2010;10;
MAR;2010;11;
MAR;2010;12;
MAR;2011;1;
MAR;2011;2;
MAR;2011;3;
MAR;2011;4;
MAR;2011;5;
MAR;2011;6;
MAR;2011;7;
MAR;2011;8;
MAR;2011;9;
MAR;2011;10;
MAR;2011;11;
MAR;2011;12;
MAR;2012;1;
MAR;2012;2;
MAR;2012;3;
MAR;2012;4;
MAR;2012;5;
MAR;2012;6;
MAR;2012;7;
MAR;2012;8;
MAR;2012;9;
MAR;2012;10;
MAR;2012;11;
MAR;2012;12;
MAR;2013;1;
MAR;2013;2;
MAR;2013;3;
MAR;2013;4;
MAR;2013;5;
MAR;2013;6;
MAR;2013;7;
MAR;2013;8;
MAR;2013;9;
MAR;2013;10;
MAR;2013;11;
MAR;2013;12;
MAR;2014;1;
MAR;2014;2;
MAR;2014;3;
MAR;2014;4;
MAR;2014;5;
MAR;2014;6;
MAR;2014;7;
MAR;2014;8;
MAR;2014;9;
MAR;2014;10;
MAR;2014;11;
MAR;2014;12;
MAR;2015;1;
MAR;2015;2;
MAR;2015;3;
MAR;2015;4;
MAR;2015;5;
MAR;2015;6;
MAR;2015;7;
MAR;2015;8;
MAR;2015;9;
MAR;2015;10;
MAR;2015;11;
MAR;2015;12;
MAR;2016;1;
MAR;2016;2;
MAR;2016;3;
MAR;2016;4;
MAR;2016;5;
MAR;2016;6;
MAR;2016;7;
MAR;2016;8;
MAR;2016;9;
MAR;2016;10;
MAR;2016;11;
MAR;2016;12;
MAR;2017;1;
MAR;2017;2;
MAR;2017;3;
MAR;2017;4;
MAR;2017;5;
MAR;2017;6;
MAR;2017;7;
MAR;2017;8;
MAR;2017;9;
MAR;2017;10;
MAR;2017;11;
MAR;2017;12;
MAR;2018;1;
MAR;2018;2;
MAR;2018;3;
MAR;2018;4;
MAR;2018;5;
MAR;2018;6;
MAR;2018;7;
MAR;2018;8;
MAR;2018;9;
MAR;2018;10;
MAR;2018;11;
MAR;2018;12;
MAR;2019;1;
MAR;2019;2;
MAR;2019;3;
MAR;2019;4;
MAR;2019;5;
MAR;2019;6;
MAR;2019;7;
MAR;2019;8;
MAR;2019;9;
MAR;2019;10;
MAR;2019;11;
MAR;2019;12;
MAR;2020;1;
MAR;2020;2;
MAR;2020;3;
MAR;2020;4;
MAR;2020;5;
MAR;2020;6;
MAR;2020;7;
MAR;2020;8;
MAR;2020;9;
MAR;2020;10;
MAR;2020;11;2.0
MAR;2020;12;
MAR;2021;1;
MAR;2021;2;0.0
MAR;2021;3;
MAR;2021;4;3.0
MAR;2021;5;
MAR;2021;6;
MAR;2021;7;
MAR;2021;8;
MAR;2021;9;
MAR;2021;10;
MAR;2021;11;3.0
MAR;2021;12;
MDA;2003;8;
MDA;2003;9;
MDA;2003;10;
MDA;2003;11;
MDA;2003;12;
MDA;2004;1;
MDA;2004;2;
MDA;2004;3;
MDA;2004;4;
MDA;2004;5;
MDA;2004;6;
MDA;2004;7;
MDA;2004;8;
MDA;2004;9;
MDA;2004;10;
MDA;2004;11;
MDA;2004;12;
MDA;2005;1;
MDA;2005;2;
MDA;2005;3;
MDA;2005;4;
MDA;2005;5;
MDA;2005;6;
MDA;2005;7;
MDA;2005;8;
MDA;2005;9;
MDA;2005;10;
MDA;2005;11;
MDA;2005;12;
MDA;2006;1;
MDA;2006;2;
MDA;2006;3;
MDA;2006;4;
MDA;2006;5;
MDA;2006;6;
MDA;2006;7;
MDA;2006;8;
MDA;2006;9;
MDA;2006;10;
MDA;2006;11;
MDA;2006;12;
MDA;2007;1;
MDA;2007;2;
MDA;2007;3;
MDA;2007;4;
MDA;2007;5;
MDA;2007;6;
MDA;2007;7;
MDA;2007;8;
MDA;2007;9;
MDA;2007;10;
MDA;2007;11;
MDA;2007;12;
MDA;2008;1;
MDA;2008;2;
MDA;2008;3;
MDA;2008;4;
MDA;2008;5;
MDA;2008;6;
MDA;2008;7;
MDA;2008;8;
MDA;2008;9;
MDA;2008;10;
MDA;2008;11;
MDA;2008;12;
MDA;2009;1;
MDA;2009;2;
MDA;2009;3;
MDA;2009;4;
MDA;2009;5;
MDA;2009;6;
MDA;2009;7;
MDA;2009;8;
MDA;2009;9;
MDA;2009;10;
MDA;2009;11;
MDA;2009;12;
MDA;2010;1;
MDA;2010;2;
MDA;2010;3;
MDA;2010;4;
MDA;2010;5;
MDA;2010;6;
MDA;2010;7;
MDA;2010;8;
MDA;2010;9;
MDA;2010;10;
MDA;2010;11;
MDA;2010;12;
MDA;2011;1;
MDA;2011;2;
MDA;2011;3;
MDA;2011;4;
MDA;2011;5;
MDA;2011;6;
MDA;2011;7;
MDA;2011;8;
MDA;2011;9;
MDA;2011;10;
MDA;2011;11;
MDA;2011;12;
MDA;2012;1;
MDA;2012;2;
MDA;2012;3;
MDA;2012;4;
MDA;2012;5;
MDA;2012;6;
MDA;2012;7;
MDA;2012;8;
MDA;2012;9;
MDA;2012;10;
MDA;2012;11;
MDA;2012;12;
MDA;2013;1;
MDA;2013;2;
MDA;2013;3;
MDA;2013;4;
MDA;2013;5;
MDA;2013;6;
MDA;2013;7;
MDA;2013;8;
MDA;2013;9;
MDA;2013;10;
MDA;2013;11;
MDA;2013;12;
MDA;2014;1;
MDA;2014;2;
MDA;2014;3;
MDA;2014;4;
MDA;2014;5;
MDA;2014;6;
MDA;2014;7;
MDA;2014;8;
MDA;2014;9;
MDA;2014;10;
MDA;2014;11;
MDA;2014;12;
MDA;2015;1;
MDA;2015;2;
MDA;2015;3;
MDA;2015;4;
MDA;2015;5;
MDA;2015;6;
MDA;2015;7;
MDA;2015;8;
MDA;2015;9;
MDA;2015;10;
MDA;2015;11;
MDA;2015;12;
MDA;2016;1;
MDA;2016;2;
MDA;2016;3;
MDA;2016;4;
MDA;2016;5;
MDA;2016;6;
MDA;2016;7;
MDA;2016;8;
MDA;2016;9;
MDA;2016;10;
MDA;2016;11;
MDA;2016;12;
MDA;2017;1;
MDA;2017;2;
MDA;2017;3;
MDA;2017;4;
MDA;2017;5;
MDA;2017;6;
MDA;2017;7;
MDA;2017;8;
MDA;2017;9;
MDA;2017;10;
MDA;2017;11;
MDA;2017;12;
MDA;2018;1;
MDA;2018;2;
MDA;2018;3;
MDA;2018;4;
MDA;2018;5;
MDA;2018;6;
MDA;2018;7;
MDA;2018;8;
MDA;2018;9;
MDA;2018;10;
MDA;2018;11;
MDA;2018;12;
MDA;2019;1;
MDA;2019;2;
MDA;2019;3;
MDA;2019;4;
MDA;2019;5;
MDA;2019;6;
MDA;2019;7;
MDA;2019;8;
MDA;2019;9;
MDA;2019;10;
MDA;2019;11;
MDA;2019;12;
MDA;2020;1;
MDA;2020;2;
MDA;2020;3;
MDA;2020;4;
MDA;2020;5;
MDA;2020;6;
MDA;2020;7;
MDA;2020;8;
MDA;2020;9;
MDA;2020;10;
MDA;2020;11;
MDA;2020;12;
MDA;2021;1;
MDA;2021;2;
MDA;2021;3;
MDA;2021;4;
MDA;2021;5;
MDA;2021;6;
MDA;2021;7;
MDA;2021;8;
MDA;2021;9;
MDA;2021;10;
MDA;2021;11;
MDA;2021;12;
MDG;2003;8;
MDG;2003;9;
MDG;2003;10;
MDG;2003;11;
MDG;2003;12;
MDG;2004;1;
MDG;2004;2;
MDG;2004;3;
MDG;2004;4;
MDG;2004;5;
MDG;2004;6;
MDG;2004;7;
MDG;2004;8;
MDG;2004;9;
MDG;2004;10;
MDG;2004;11;
MDG;2004;12;
MDG;2005;1;
MDG;2005;2;
MDG;2005;3;
MDG;2005;4;
MDG;2005;5;
MDG;2005;6;
MDG;2005;7;
MDG;2005;8;
MDG;2005;9;
MDG;2005;10;
MDG;2005;11;
MDG;2005;12;
MDG;2006;1;
MDG;2006;2;
MDG;2006;3;
MDG;2006;4;
MDG;2006;5;
MDG;2006;6;
MDG;2006;7;
MDG;2006;8;
MDG;2006;9;
MDG;2006;10;
MDG;2006;11;
MDG;2006;12;
MDG;2007;1;
MDG;2007;2;
MDG;2007;3;
MDG;2007;4;
MDG;2007;5;
MDG;2007;6;
MDG;2007;7;
MDG;2007;8;
MDG;2007;9;
MDG;2007;10;
MDG;2007;11;
MDG;2007;12;
MDG;2008;1;
MDG;2008;2;
MDG;2008;3;
MDG;2008;4;
MDG;2008;5;
MDG;2008;6;
MDG;2008;7;
MDG;2008;8;
MDG;2008;9;
MDG;2008;10;
MDG;2008;11;
MDG;2008;12;
MDG;2009;1;78.0
MDG;2009;2;31.0
MDG;2009;3;4.0
MDG;2009;4;
MDG;2009;5;
MDG;2009;6;
MDG;2009;7;
MDG;2009;8;
MDG;2009;9;
MDG;2009;10;
MDG;2009;11;
MDG;2009;12;
MDG;2010;1;
MDG;2010;2;
MDG;2010;3;
MDG;2010;4;
MDG;2010;5;
MDG;2010;6;
MDG;2010;7;
MDG;2010;8;
MDG;2010;9;
MDG;2010;10;
MDG;2010;11;
MDG;2010;12;
MDG;2011;1;
MDG;2011;2;
MDG;2011;3;
MDG;2011;4;
MDG;2011;5;
MDG;2011;6;
MDG;2011;7;
MDG;2011;8;
MDG;2011;9;
MDG;2011;10;
MDG;2011;11;
MDG;2011;12;
MDG;2012;1;
MDG;2012;2;
MDG;2012;3;
MDG;2012;4;
MDG;2012;5;
MDG;2012;6;
MDG;2012;7;
MDG;2012;8;
MDG;2012;9;12.0
MDG;2012;10;3.0
MDG;2012;11;
MDG;2012;12;
MDG;2013;1;
MDG;2013;2;
MDG;2013;3;
MDG;2013;4;
MDG;2013;5;
MDG;2013;6;
MDG;2013;7;
MDG;2013;8;
MDG;2013;9;
MDG;2013;10;
MDG;2013;11;
MDG;2013;12;
MDG;2014;1;
MDG;2014;2;
MDG;2014;3;
MDG;2014;4;
MDG;2014;5;
MDG;2014;6;
MDG;2014;7;
MDG;2014;8;
MDG;2014;9;
MDG;2014;10;
MDG;2014;11;
MDG;2014;12;
MDG;2015;1;
MDG;2015;2;
MDG;2015;3;
MDG;2015;4;
MDG;2015;5;
MDG;2015;6;
MDG;2015;7;
MDG;2015;8;
MDG;2015;9;
MDG;2015;10;
MDG;2015;11;
MDG;2015;12;
MDG;2016;1;
MDG;2016;2;
MDG;2016;3;
MDG;2016;4;
MDG;2016;5;
MDG;2016;6;
MDG;2016;7;
MDG;2016;8;
MDG;2016;9;
MDG;2016;10;
MDG;2016;11;
MDG;2016;12;
MDG;2017;1;
MDG;2017;2;1.0
MDG;2017;3;
MDG;2017;4;
MDG;2017;5;
MDG;2017;6;
MDG;2017;7;
MDG;2017;8;
MDG;2017;9;
MDG;2017;10;
MDG;2017;11;
MDG;2017;12;
MDG;2018;1;
MDG;2018;2;
MDG;2018;3;
MDG;2018;4;
MDG;2018;5;
MDG;2018;6;
MDG;2018;7;
MDG;2018;8;
MDG;2018;9;
MDG;2018;10;
MDG;2018;11;
MDG;2018;12;
MDG;2019;1;0.0
MDG;2019;2;
MDG;2019;3;
MDG;2019;4;
MDG;2019;5;0.0
MDG;2019;6;3.0
MDG;2019;7;
MDG;2019;8;
MDG;2019;9;
MDG;2019;10;
MDG;2019;11;
MDG;2019;12;
MDG;2020;1;
MDG;2020;2;
MDG;2020;3;
MDG;2020;4;
MDG;2020;5;
MDG;2020;6;
MDG;2020;7;
MDG;2020;8;23.0
MDG;2020;9;
MDG;2020;10;
MDG;2020;11;
MDG;2020;12;
MDG;2021;1;
MDG;2021;2;
MDG;2021;3;
MDG;2021;4;
MDG;2021;5;
MDG;2021;6;
MDG;2021;7;
MDG;2021;8;
MDG;2021;9;
MDG;2021;10;
MDG;2021;11;
MDG;2021;12;
MEX;2003;8;
MEX;2003;9;
MEX;2003;10;
MEX;2003;11;
MEX;2003;12;
MEX;2004;1;69.85029116316572
MEX;2004;2;8.424090833059003
MEX;2004;3;8.896802791072696
MEX;2004;4;13.02091192834492
MEX;2004;5;20.036337674793625
MEX;2004;6;8.137190998112361
MEX;2004;7;8.40843069804944
MEX;2004;8;28.892610580068897
MEX;2004;9;16.24590163934426
MEX;2004;10;12.299552906110284
MEX;2004;11;16.06408345752608
MEX;2004;12;9.723795330352708
MEX;2005;1;35.83336161959025
MEX;2005;2;33.10755243059765
MEX;2005;3;17.833361619590253
MEX;2005;4;18.25809188992605
MEX;2005;5;21.833361619590253
MEX;2005;6;17.25809188992605
MEX;2005;7;17.833361619590253
MEX;2005;8;11.966104982422111
MEX;2005;9;6.904109589041096
MEX;2005;10;7.134246575342465
MEX;2005;11;6.904109589041096
MEX;2005;12;9.134246575342466
MEX;2006;1;100.10457347649988
MEX;2006;2;63.70807353432962
MEX;2006;3;62.749017920944304
MEX;2006;4;64.39757763097961
MEX;2006;5;54.6228043287113
MEX;2006;6;53.42689673340358
MEX;2006;7;53.43215226554268
MEX;2006;8;42.44657534246576
MEX;2006;9;51.10958904109589
MEX;2006;10;41.44657534246576
MEX;2006;11;40.10958904109589
MEX;2006;12;41.44657534246576
MEX;2007;1;97.22417335302649
MEX;2007;2;55.012652854842784
MEX;2007;3;152.80109642994958
MEX;2007;4;155.34597421260628
MEX;2007;5;148.2241733530265
MEX;2007;6;181.34597421260628
MEX;2007;7;137.42197555082868
MEX;2007;8;229.3285689574221
MEX;2007;9;207.7437764104085
MEX;2007;10;200.7016346652828
MEX;2007;11;186.25
MEX;2007;12;191.6
MEX;2008;1;156.74863387978144
MEX;2008;2;155.0874316939891
MEX;2008;3;257.74863387978144
MEX;2008;4;208.91803278688525
MEX;2008;5;196.74863387978144
MEX;2008;6;143.91803278688525
MEX;2008;7;142.74863387978144
MEX;2008;8;168.74863387978144
MEX;2008;9;165.20374707259953
MEX;2008;10;203.46291959406716
MEX;2008;11;217.91803278688525
MEX;2008;12;170.74863387978144
MEX;2009;1;538.6089026055673
MEX;2009;2;337.0015894501898
MEX;2009;3;341.60890260556727
MEX;2009;4;249.85574024942696
MEX;2009;5;279.2610765186108
MEX;2009;6;306.76878372768783
MEX;2009;7;267.2610765186108
MEX;2009;8;240.2610765186108
MEX;2009;9;272.76878372768783
MEX;2009;10;247.1903694479037
MEX;2009;11;196.46575342465752
MEX;2009;12;320.94794520547947
MEX;2010;1;344.38760462609304
MEX;2010;2;277.7932588635065
MEX;2010;3;319.9575451022835
MEX;2010;4;342.18737913514747
MEX;2010;5;335.2591618294829
MEX;2010;6;318.97937592584043
MEX;2010;7;371.06289345255743
MEX;2010;8;433.3417159763314
MEX;2010;9;290.8387573964497
MEX;2010;10;339.09171597633133
MEX;2010;11;164.0887573964497
MEX;2010;12;45.01183431952663
MEX;2011;1;451.882741749296
MEX;2011;2;384.7503305561664
MEX;2011;3;378.2124499782065
MEX;2011;4;215.12217689567677
MEX;2011;5;221.0417638464392
MEX;2011;6;261.8429024688478
MEX;2011;7;310.2893538132498
MEX;2011;8;247.9126613567701
MEX;2011;9;126.1178247734139
MEX;2011;10;164.82175226586102
MEX;2011;11;107.00604229607252
MEX;2011;12;24.0
MEX;2012;1;264.32502366055
MEX;2012;2;224.4330866501919
MEX;2012;3;221.6432054787318
MEX;2012;4;191.56087333718912
MEX;2012;5;198.27956911509543
MEX;2012;6;259.8491508491508
MEX;2012;7;50.09090909090909
MEX;2012;8;88.0909090909091
MEX;2012;9;53.72727272727273
MEX;2012;10;3.0
MEX;2012;11;81.0
MEX;2012;12;63.0
MEX;2013;1;177.63306847981167
MEX;2013;2;88.98019915628977
MEX;2013;3;90.20358130032449
MEX;2013;4;80.9389496454753
MEX;2013;5;41.20358130032448
MEX;2013;6;45.021752193246
MEX;2013;7;54.63791554357592
MEX;2013;8;103.39982030548067
MEX;2013;9;46.79245283018868
MEX;2013;10;23.0188679245283
MEX;2013;11;19.16981132075472
MEX;2013;12;5.0
MEX;2014;1;149.6189383131263
MEX;2014;2;141.65742351187703
MEX;2014;3;136.70549315788276
MEX;2014;4;161.22338889039926
MEX;2014;5;166.66719882310954
MEX;2014;6;145.2046050252578
MEX;2014;7;110.0767319302278
MEX;2014;8;117.77238410414084
MEX;2014;9;147.92040567745167
MEX;2014;10;119.36820457443504
MEX;2014;11;124.737825618493
MEX;2014;12;125.047400373599
MEX;2015;1;133.6988928323751
MEX;2015;2;118.06443776564755
MEX;2015;3;130.55603568951796
MEX;2015;4;122.67788400060878
MEX;2015;5;213.07400466498692
MEX;2015;6;135.88667401439076
MEX;2015;7;181.3941003404956
MEX;2015;8;165.85090823847997
MEX;2015;9;100.26122067316896
MEX;2015;10;102.96892062018772
MEX;2015;11;187.73747437777027
MEX;2015;12;61.82944678237033
MEX;2016;1;116.08031284426626
MEX;2016;2;190.7955614779695
MEX;2016;3;93.99697951093292
MEX;2016;4;92.7048162110158
MEX;2016;5;92.90832868900596
MEX;2016;6;90.84957154796388
MEX;2016;7;122.7000147182186
MEX;2016;8;145.9091474350805
MEX;2016;9;86.73628371942341
MEX;2016;10;104.07857079199
MEX;2016;11;88.29695462483262
MEX;2016;12;94.94345842930043
MEX;2017;1;156.1652490201435
MEX;2017;2;111.64373935265932
MEX;2017;3;137.85146668294456
MEX;2017;4;105.9468183519158
MEX;2017;5;88.02161705888442
MEX;2017;6;102.653631538729
MEX;2017;7;148.96102821376726
MEX;2017;8;93.66191943264016
MEX;2017;9;136.13756674345274
MEX;2017;10;120.05113799804832
MEX;2017;11;173.61400451424032
MEX;2017;12;90.29182109257458
MEX;2018;1;805.0731151820546
MEX;2018;2;715.438799375906
MEX;2018;3;749.4029762931658
MEX;2018;4;704.0132969503754
MEX;2018;5;725.0731151820546
MEX;2018;6;715.1588762186682
MEX;2018;7;790.1950664015668
MEX;2018;8;854.7283997349002
MEX;2018;9;730.1846646894452
MEX;2018;10;751.2978071454565
MEX;2018;11;654.2006036684467
MEX;2018;12;608.2332791579599
MEX;2019;1;764.6191780821918
MEX;2019;2;796.0753866548829
MEX;2019;3;810.6191780821918
MEX;2019;4;839.4379142730888
MEX;2019;5;645.3525114155251
MEX;2019;6;1295.6045809397556
MEX;2019;7;1115.5191780821915
MEX;2019;8;1182.3310060391811
MEX;2019;9;1132.955579403657
MEX;2019;10;1221.3411186863905
MEX;2019;11;1088.7918569254186
MEX;2019;12;1105.3525114155252
MEX;2020;1;1628.258822301616
MEX;2020;2;1598.1737285583536
MEX;2020;3;1630.0397323341174
MEX;2020;4;1074.4414120420067
MEX;2020;5;1659.791606703745
MEX;2020;6;1747.0658009757678
MEX;2020;7;1524.914858188922
MEX;2020;8;1418.9854138124188
MEX;2020;9;1422.3402046009046
MEX;2020;10;1594.9337699629546
MEX;2020;11;595.6166988181538
MEX;2020;12;546.43795170104
MEX;2021;1;1585.2923644925447
MEX;2021;2;1360.8851153346995
MEX;2021;3;1630.896363130048
MEX;2021;4;1630.5647312765154
MEX;2021;5;1679.7942258836267
MEX;2021;6;1509.3600035432946
MEX;2021;7;1637.7965351685448
MEX;2021;8;1612.8901831871926
MEX;2021;9;1590.1877768642844
MEX;2021;10;1554.877471811943
MEX;2021;11;1515.1613243813958
MEX;2021;12;1504.2939049259098
MKD;2003;8;
MKD;2003;9;
MKD;2003;10;
MKD;2003;11;
MKD;2003;12;
MKD;2004;1;
MKD;2004;2;
MKD;2004;3;
MKD;2004;4;
MKD;2004;5;
MKD;2004;6;
MKD;2004;7;
MKD;2004;8;
MKD;2004;9;
MKD;2004;10;
MKD;2004;11;
MKD;2004;12;
MKD;2005;1;
MKD;2005;2;
MKD;2005;3;
MKD;2005;4;
MKD;2005;5;
MKD;2005;6;
MKD;2005;7;
MKD;2005;8;
MKD;2005;9;
MKD;2005;10;
MKD;2005;11;
MKD;2005;12;
MKD;2006;1;
MKD;2006;2;
MKD;2006;3;
MKD;2006;4;
MKD;2006;5;
MKD;2006;6;
MKD;2006;7;
MKD;2006;8;
MKD;2006;9;
MKD;2006;10;
MKD;2006;11;
MKD;2006;12;
MKD;2007;1;
MKD;2007;2;
MKD;2007;3;
MKD;2007;4;
MKD;2007;5;
MKD;2007;6;
MKD;2007;7;
MKD;2007;8;
MKD;2007;9;
MKD;2007;10;
MKD;2007;11;
MKD;2007;12;
MKD;2008;1;
MKD;2008;2;
MKD;2008;3;
MKD;2008;4;
MKD;2008;5;
MKD;2008;6;
MKD;2008;7;
MKD;2008;8;
MKD;2008;9;
MKD;2008;10;
MKD;2008;11;
MKD;2008;12;
MKD;2009;1;
MKD;2009;2;
MKD;2009;3;
MKD;2009;4;
MKD;2009;5;
MKD;2009;6;
MKD;2009;7;
MKD;2009;8;
MKD;2009;9;
MKD;2009;10;
MKD;2009;11;
MKD;2009;12;
MKD;2010;1;
MKD;2010;2;
MKD;2010;3;
MKD;2010;4;
MKD;2010;5;
MKD;2010;6;
MKD;2010;7;
MKD;2010;8;
MKD;2010;9;
MKD;2010;10;
MKD;2010;11;
MKD;2010;12;
MKD;2011;1;
MKD;2011;2;
MKD;2011;3;
MKD;2011;4;
MKD;2011;5;
MKD;2011;6;
MKD;2011;7;
MKD;2011;8;
MKD;2011;9;
MKD;2011;10;
MKD;2011;11;
MKD;2011;12;
MKD;2012;1;
MKD;2012;2;
MKD;2012;3;
MKD;2012;4;
MKD;2012;5;
MKD;2012;6;
MKD;2012;7;
MKD;2012;8;
MKD;2012;9;
MKD;2012;10;
MKD;2012;11;
MKD;2012;12;
MKD;2013;1;
MKD;2013;2;
MKD;2013;3;
MKD;2013;4;
MKD;2013;5;
MKD;2013;6;
MKD;2013;7;
MKD;2013;8;
MKD;2013;9;
MKD;2013;10;
MKD;2013;11;
MKD;2013;12;
MKD;2014;1;
MKD;2014;2;
MKD;2014;3;
MKD;2014;4;
MKD;2014;5;
MKD;2014;6;
MKD;2014;7;
MKD;2014;8;
MKD;2014;9;
MKD;2014;10;
MKD;2014;11;
MKD;2014;12;
MKD;2015;1;
MKD;2015;2;
MKD;2015;3;
MKD;2015;4;
MKD;2015;5;
MKD;2015;6;
MKD;2015;7;
MKD;2015;8;
MKD;2015;9;
MKD;2015;10;
MKD;2015;11;
MKD;2015;12;
MKD;2016;1;
MKD;2016;2;
MKD;2016;3;
MKD;2016;4;
MKD;2016;5;
MKD;2016;6;
MKD;2016;7;
MKD;2016;8;
MKD;2016;9;
MKD;2016;10;
MKD;2016;11;
MKD;2016;12;
MKD;2017;1;
MKD;2017;2;
MKD;2017;3;
MKD;2017;4;
MKD;2017;5;
MKD;2017;6;
MKD;2017;7;
MKD;2017;8;
MKD;2017;9;
MKD;2017;10;
MKD;2017;11;
MKD;2017;12;
MKD;2018;1;
MKD;2018;2;
MKD;2018;3;
MKD;2018;4;
MKD;2018;5;
MKD;2018;6;
MKD;2018;7;
MKD;2018;8;
MKD;2018;9;
MKD;2018;10;
MKD;2018;11;
MKD;2018;12;
MKD;2019;1;
MKD;2019;2;
MKD;2019;3;
MKD;2019;4;
MKD;2019;5;
MKD;2019;6;
MKD;2019;7;
MKD;2019;8;
MKD;2019;9;
MKD;2019;10;
MKD;2019;11;
MKD;2019;12;
MKD;2020;1;
MKD;2020;2;
MKD;2020;3;
MKD;2020;4;
MKD;2020;5;
MKD;2020;6;
MKD;2020;7;
MKD;2020;8;
MKD;2020;9;
MKD;2020;10;
MKD;2020;11;
MKD;2020;12;
MKD;2021;1;
MKD;2021;2;
MKD;2021;3;
MKD;2021;4;
MKD;2021;5;
MKD;2021;6;
MKD;2021;7;
MKD;2021;8;
MKD;2021;9;
MKD;2021;10;
MKD;2021;11;
MKD;2021;12;
MLI;2003;8;
MLI;2003;9;
MLI;2003;10;
MLI;2003;11;
MLI;2003;12;
