README.mdiso3;year;month;fatalities
CIV;2006;6;0.0
CIV;2006;7;1.0
CIV;2006;8;1.0
CIV;2006;9;
CIV;2006;10;
CIV;2006;11;
CIV;2006;12;
CIV;2007;1;
CIV;2007;2;2.0
CIV;2007;3;
CIV;2007;4;
CIV;2007;5;
CIV;2007;6;
CIV;2007;7;1.0
CIV;2007;8;
CIV;2007;9;
CIV;2007;10;
CIV;2007;11;
CIV;2007;12;
CIV;2008;1;
CIV;2008;2;1.0
CIV;2008;3;1.0
CIV;2008;4;2.0
CIV;2008;5;
CIV;2008;6;
CIV;2008;7;
CIV;2008;8;
CIV;2008;9;
CIV;2008;10;
CIV;2008;11;
CIV;2008;12;
CIV;2009;1;1.0
CIV;2009;2;
CIV;2009;3;
CIV;2009;4;
CIV;2009;5;
CIV;2009;6;
CIV;2009;7;
CIV;2009;8;
CIV;2009;9;
CIV;2009;10;
CIV;2009;11;
CIV;2009;12;
CIV;2010;1;
CIV;2010;2;3.0
CIV;2010;3;
CIV;2010;4;
CIV;2010;5;
CIV;2010;6;
CIV;2010;7;
CIV;2010;8;
CIV;2010;9;
CIV;2010;10;
CIV;2010;11;25.0
CIV;2010;12;52.0
CIV;2011;1;40.0
CIV;2011;2;65.5
CIV;2011;3;680.5
CIV;2011;4;215.05585106382975
CIV;2011;5;214.94414893617025
CIV;2011;6;0.0
CIV;2011;7;16.806451612903224
CIV;2011;8;4.193548387096774
CIV;2011;9;19.0
CIV;2011;10;
CIV;2011;11;
CIV;2011;12;0.0
CIV;2012;1;3.0
CIV;2012;2;2.8000000000000003
CIV;2012;3;1.2
CIV;2012;4;
CIV;2012;5;
CIV;2012;6;
CIV;2012;7;14.0
CIV;2012;8;
CIV;2012;9;
CIV;2012;10;
CIV;2012;11;
CIV;2012;12;
CIV;2013;1;
CIV;2013;2;0.0
CIV;2013;3;4.0
CIV;2013;4;
CIV;2013;5;
CIV;2013;6;
CIV;2013;7;
CIV;2013;8;
CIV;2013;9;
CIV;2013;10;
CIV;2013;11;
CIV;2013;12;
CIV;2014;1;
CIV;2014;2;
CIV;2014;3;
CIV;2014;4;
CIV;2014;5;
CIV;2014;6;
CIV;2014;7;
CIV;2014;8;
CIV;2014;9;
CIV;2014;10;
CIV;2014;11;
CIV;2014;12;
CIV;2015;1;
CIV;2015;2;
CIV;2015;3;
CIV;2015;4;
CIV;2015;5;
CIV;2015;6;
CIV;2015;7;
CIV;2015;8;
CIV;2015;9;
CIV;2015;10;
CIV;2015;11;
CIV;2015;12;
CIV;2016;1;
CIV;2016;2;
CIV;2016;3;49.0
CIV;2016;4;
CIV;2016;5;
CIV;2016;6;
CIV;2016;7;
CIV;2016;8;
CIV;2016;9;
CIV;2016;10;
CIV;2016;11;
CIV;2016;12;
CIV;2017;1;
CIV;2017;2;
CIV;2017;3;
CIV;2017;4;
CIV;2017;5;
CIV;2017;6;
CIV;2017;7;
CIV;2017;8;
CIV;2017;9;
CIV;2017;10;
CIV;2017;11;
CIV;2017;12;
CIV;2018;1;
CIV;2018;2;
CIV;2018;3;
CIV;2018;4;
CIV;2018;5;
CIV;2018;6;
CIV;2018;7;
CIV;2018;8;
CIV;2018;9;
CIV;2018;10;
CIV;2018;11;
CIV;2018;12;
CIV;2019;1;
CIV;2019;2;
CIV;2019;3;
CIV;2019;4;
CIV;2019;5;
CIV;2019;6;
CIV;2019;7;
CIV;2019;8;
CIV;2019;9;
CIV;2019;10;
CIV;2019;11;
CIV;2019;12;
CIV;2020;1;
CIV;2020;2;
CIV;2020;3;
CIV;2020;4;
CIV;2020;5;
CIV;2020;6;
CIV;2020;7;
CIV;2020;8;
CIV;2020;9;
CIV;2020;10;
CIV;2020;11;3.0
CIV;2020;12;
CIV;2021;1;
CIV;2021;2;
CIV;2021;3;
CIV;2021;4;
CIV;2021;5;
CIV;2021;6;
CIV;2021;7;
CIV;2021;8;
CIV;2021;9;
CIV;2021;10;
CIV;2021;11;
CIV;2021;12;
CMR;2003;8;
CMR;2003;9;
CMR;2003;10;
CMR;2003;11;
CMR;2003;12;
CMR;2004;1;
CMR;2004;2;
CMR;2004;3;
CMR;2004;4;
CMR;2004;5;
CMR;2004;6;
CMR;2004;7;
CMR;2004;8;0.0
CMR;2004;9;
CMR;2004;10;
CMR;2004;11;
CMR;2004;12;
CMR;2005;1;
CMR;2005;2;
CMR;2005;3;
CMR;2005;4;0.0
CMR;2005;5;0.0
CMR;2005;6;0.0
CMR;2005;7;
CMR;2005;8;
CMR;2005;9;
CMR;2005;10;
CMR;2005;11;
CMR;2005;12;
CMR;2006;1;
CMR;2006;2;
CMR;2006;3;
CMR;2006;4;
CMR;2006;5;
CMR;2006;6;
CMR;2006;7;
CMR;2006;8;
CMR;2006;9;
CMR;2006;10;
CMR;2006;11;
CMR;2006;12;
CMR;2007;1;
CMR;2007;2;
CMR;2007;3;
CMR;2007;4;
CMR;2007;5;
CMR;2007;6;
CMR;2007;7;
CMR;2007;8;
CMR;2007;9;
CMR;2007;10;
CMR;2007;11;
CMR;2007;12;
CMR;2008;1;
CMR;2008;2;
CMR;2008;3;
CMR;2008;4;
CMR;2008;5;
CMR;2008;6;0.0
CMR;2008;7;
CMR;2008;8;
CMR;2008;9;
CMR;2008;10;
CMR;2008;11;
CMR;2008;12;
CMR;2009;1;
CMR;2009;2;
CMR;2009;3;
CMR;2009;4;
CMR;2009;5;
CMR;2009;6;
CMR;2009;7;
CMR;2009;8;
CMR;2009;9;0.0
CMR;2009;10;0.0
CMR;2009;11;0.0
CMR;2009;12;
CMR;2010;1;
CMR;2010;2;
CMR;2010;3;
CMR;2010;4;
CMR;2010;5;
CMR;2010;6;
CMR;2010;7;
CMR;2010;8;
CMR;2010;9;
CMR;2010;10;
CMR;2010;11;
CMR;2010;12;
CMR;2011;1;
CMR;2011;2;
CMR;2011;3;
CMR;2011;4;
CMR;2011;5;
CMR;2011;6;
CMR;2011;7;
CMR;2011;8;
CMR;2011;9;
CMR;2011;10;
CMR;2011;11;
CMR;2011;12;
CMR;2012;1;
CMR;2012;2;
CMR;2012;3;
CMR;2012;4;
CMR;2012;5;
CMR;2012;6;
CMR;2012;7;
CMR;2012;8;
CMR;2012;9;
CMR;2012;10;
CMR;2012;11;
CMR;2012;12;
CMR;2013;1;
CMR;2013;2;
CMR;2013;3;
CMR;2013;4;
CMR;2013;5;
CMR;2013;6;
CMR;2013;7;
CMR;2013;8;
CMR;2013;9;
CMR;2013;10;
CMR;2013;11;
CMR;2013;12;1.0
CMR;2014;1;
CMR;2014;2;
CMR;2014;3;
CMR;2014;4;
CMR;2014;5;43.0
CMR;2014;6;27.0
CMR;2014;7;5.0
CMR;2014;8;77.13513513513513
CMR;2014;9;260.8648648648649
CMR;2014;10;197.0
CMR;2014;11;202.0
CMR;2014;12;235.0
CMR;2015;1;324.0
CMR;2015;2;572.0
CMR;2015;3;10.77777777777778
CMR;2015;4;18.22222222222222
CMR;2015;5;5.0
CMR;2015;6;2.0
CMR;2015;7;58.0
CMR;2015;8;65.0
CMR;2015;9;54.0
CMR;2015;10;21.0
CMR;2015;11;122.0
CMR;2015;12;11.0
CMR;2016;1;101.0
CMR;2016;2;109.0
CMR;2016;3;35.0
CMR;2016;4;14.0
CMR;2016;5;24.0
CMR;2016;6;82.0
CMR;2016;7;24.0
CMR;2016;8;31.0
CMR;2016;9;12.0
CMR;2016;10;21.0
CMR;2016;11;28.0
CMR;2016;12;10.0
CMR;2017;1;26.0
CMR;2017;2;13.0
CMR;2017;3;44.0
CMR;2017;4;26.0
CMR;2017;5;14.0
CMR;2017;6;38.0
CMR;2017;7;41.0
CMR;2017;8;44.0
CMR;2017;9;38.2
CMR;2017;10;50.8
CMR;2017;11;33.0
CMR;2017;12;42.0
CMR;2018;1;41.75
CMR;2018;2;49.25
CMR;2018;3;33.666666666666664
CMR;2018;4;72.33333333333333
CMR;2018;5;58.0
CMR;2018;6;76.0
CMR;2018;7;197.0
CMR;2018;8;51.0
CMR;2018;9;182.0
CMR;2018;10;97.0
CMR;2018;11;100.0
CMR;2018;12;49.0
CMR;2019;1;104.0
CMR;2019;2;137.0
CMR;2019;3;71.0
CMR;2019;4;75.0
CMR;2019;5;34.0
CMR;2019;6;134.0
CMR;2019;7;55.0
CMR;2019;8;66.0
CMR;2019;9;61.0
CMR;2019;10;46.0
CMR;2019;11;48.5
CMR;2019;12;36.5
CMR;2020;1;80.0
CMR;2020;2;75.0
CMR;2020;3;72.0
CMR;2020;4;99.57142857142856
CMR;2020;5;52.92857142857143
CMR;2020;6;76.5
CMR;2020;7;83.0
CMR;2020;8;72.0
CMR;2020;9;63.0
CMR;2020;10;35.0
CMR;2020;11;42.0
CMR;2020;12;41.0
CMR;2021;1;83.0
CMR;2021;2;57.87179487179487
CMR;2021;3;66.12820512820512
CMR;2021;4;46.0
CMR;2021;5;75.0909090909091
CMR;2021;6;68.9090909090909
CMR;2021;7;72.0
CMR;2021;8;79.14285714285714
CMR;2021;9;96.85714285714286
CMR;2021;10;73.0
CMR;2021;11;32.0
CMR;2021;12;56.0
COD;2003;8;83.0
COD;2003;9;1.0
COD;2003;10;110.0
COD;2003;11;6.0
COD;2003;12;
COD;2004;1;307.0
COD;2004;2;30.0
COD;2004;3;12.0
COD;2004;4;49.0
COD;2004;5;21.0
COD;2004;6;46.22826086956522
COD;2004;7;22.77173913043478
COD;2004;8;7.0
COD;2004;9;16.0
COD;2004;10;76.0
COD;2004;11;96.0
COD;2004;12;112.0
COD;2005;1;30.72727272727273
COD;2005;2;31.272727272727277
COD;2005;3;51.0
COD;2005;4;29.0
COD;2005;5;25.0
COD;2005;6;
COD;2005;7;69.0
COD;2005;8;
COD;2005;9;2.0
COD;2005;10;38.0
COD;2005;11;32.0
COD;2005;12;6.0
COD;2006;1;25.447513812154696
COD;2006;2;13.436464088397791
COD;2006;3;14.447513812154696
COD;2006;4;19.110497237569064
COD;2006;5;33.447513812154696
COD;2006;6;25.110497237569064
COD;2006;7;15.0
COD;2006;8;20.131147540983605
COD;2006;9;13.868852459016392
COD;2006;10;17.131147540983605
COD;2006;11;157.86885245901638
COD;2006;12;35.0
COD;2007;1;68.58333333333333
COD;2007;2;66.33333333333333
COD;2007;3;36.58333333333333
COD;2007;4;11.5
COD;2007;5;42.0
COD;2007;6;14.0
COD;2007;7;14.0
COD;2007;8;74.875
COD;2007;9;199.125
COD;2007;10;191.0
COD;2007;11;52.0
COD;2007;12;109.0
COD;2008;1;52.9344262295082
COD;2008;2;91.370308028638
COD;2008;3;231.8043922405081
COD;2008;4;51.08735013457304
COD;2008;5;6.305015904086127
COD;2008;6;22.611940298507463
COD;2008;7;1.6656716417910449
COD;2008;8;1.6656716417910449
COD;2008;9;433.2383139248811
COD;2008;10;254.41292438904375
COD;2008;11;131.23831392488108
COD;2008;12;461.6656716417911
COD;2009;1;736.3367903180617
COD;2009;2;560.2244130952395
COD;2009;3;305.0929845078169
COD;2009;4;578.8368672660481
COD;2009;5;498.0125754278972
COD;2009;6;313.5136842890403
COD;2009;7;539.570054032542
COD;2009;8;576.8557683182563
COD;2009;9;223.2060430729669
COD;2009;10;155.15081967213115
COD;2009;11;116.04918032786884
COD;2009;12;466.1508196721312
COD;2010;1;107.0
COD;2010;2;159.46153846153845
COD;2010;3;179.53846153846155
COD;2010;4;104.5
COD;2010;5;17.5
COD;2010;6;59.0
COD;2010;7;53.0
COD;2010;8;15.0
COD;2010;9;6.0
COD;2010;10;
COD;2010;11;98.0
COD;2010;12;
COD;2011;1;50.204166666666666
COD;2011;2;52.52916666666667
COD;2011;3;58.891666666666666
COD;2011;4;59.3422131147541
COD;2011;5;54.0327868852459
COD;2011;6;41.0
COD;2011;7;10.0
COD;2011;8;24.0
COD;2011;9;12.0
COD;2011;10;34.0
COD;2011;11;78.0
COD;2011;12;37.0
COD;2012;1;121.0
COD;2012;2;32.0
COD;2012;3;105.31724137931036
COD;2012;4;105.01279816301424
COD;2012;5;587.2745068197302
COD;2012;6;172.88393071088424
COD;2012;7;170.64920408648135
COD;2012;8;144.64920408648135
COD;2012;9;43.036644165863066
COD;2012;10;64.38699690402477
COD;2012;11;267.7894736842105
COD;2012;12;28.0
COD;2013;1;69.11111111111111
COD;2013;2;97.26388888888889
COD;2013;3;173.888698630137
COD;2013;4;36.06164383561644
COD;2013;5;183.7477322435824
COD;2013;6;188.2717278692299
COD;2013;7;456.6887219728074
COD;2013;8;295.7287219728074
COD;2013;9;184.0939500914521
COD;2013;10;208.2115624072268
COD;2013;11;122.87836210187032
COD;2013;12;180.05387887527036
COD;2014;1;363.4205209994684
COD;2014;2;375.5859117490697
COD;2014;3;151.993567251462
COD;2014;4;35.32967032967033
COD;2014;5;60.34065934065934
COD;2014;6;74.66300366300366
COD;2014;7;13.413561076604555
COD;2014;8;61.318322981366464
COD;2014;9;28.05978260869565
COD;2014;10;173.89673913043478
COD;2014;11;172.95652173913044
COD;2014;12;111.02173913043478
COD;2015;1;25.258333333333333
COD;2015;2;105.73333333333332
COD;2015;3;31.258333333333333
COD;2015;4;74.75
COD;2015;5;147.0
COD;2015;6;38.08516974389518
COD;2015;7;37.12805241215009
COD;2015;8;24.12805241215009
COD;2015;9;44.429217235083335
COD;2015;10;73.22950819672131
COD;2015;11;69.0
COD;2015;12;67.0
COD;2016;1;50.63257575757576
COD;2016;2;49.14015151515152
COD;2016;3;49.60665409858958
COD;2016;4;28.638667783829074
COD;2016;5;102.00296746264488
COD;2016;6;66.82184750733138
COD;2016;7;170.21753695639833
COD;2016;8;328.64595547392577
COD;2016;9;346.3115831368041
COD;2016;10;239.40947966258832
COD;2016;11;315.3471708090957
COD;2016;12;447.2254098360656
COD;2017;1;146.49735196147756
COD;2017;2;718.0821974868392
COD;2017;3;918.0772234587288
COD;2017;4;1643.2710299295063
COD;2017;5;906.8878505513115
COD;2017;6;322.24841671383524
COD;2017;7;387.0659173736993
COD;2017;8;239.65262122025408
COD;2017;9;90.55072463768116
COD;2017;10;266.73015873015873
COD;2017;11;100.04761904761904
COD;2017;12;291.8888888888889
COD;2018;1;266.85671641791043
COD;2018;2;589.1781094527363
COD;2018;3;280.42531905688946
COD;2018;4;94.7463768115942
COD;2018;5;162.79347826086956
COD;2018;6;55.0
COD;2018;7;117.52032520325204
COD;2018;8;97.52032520325204
COD;2018;9;147.4390243902439
COD;2018;10;130.52032520325204
COD;2018;11;185.0
COD;2018;12;1003.0
COD;2019;1;182.09543378995437
COD;2019;2;132.7474885844749
COD;2019;3;83.80195552908478
COD;2019;4;118.24032162001193
COD;2019;5;321.56137581893984
COD;2019;6;376.72945205479454
COD;2019;7;157.83808915718598
COD;2019;8;100.95548696376623
COD;2019;9;211.54488076865292
COD;2019;10;135.18101969098143
COD;2019;11;353.7117699819654
COD;2019;12;331.59272604018776
COD;2020;1;466.8154761904762
COD;2020;2;323.4940476190476
COD;2020;3;332.03769841269843
COD;2020;4;391.3963077984817
COD;2020;5;380.2683747412008
COD;2020;6;308.6559274059274
COD;2020;7;420.9988344988345
COD;2020;8;269.3333333333333
COD;2020;9;286.0
COD;2020;10;289.8891207153502
COD;2020;11;150.77754595131643
COD;2020;12;285.3333333333333
COD;2021;1;182.0
COD;2021;2;292.0
COD;2021;3;279.0
COD;2021;4;368.0
COD;2021;5;307.0
COD;2021;6;208.35772357723576
COD;2021;7;248.5040650406504
COD;2021;8;266.5040650406504
COD;2021;9;230.4878048780488
COD;2021;10;254.14634146341464
COD;2021;11;504.3636363636364
COD;2021;12;484.6363636363636
COG;2003;8;
COG;2003;9;
COG;2003;10;13.0
COG;2003;11;
COG;2003;12;6.0
COG;2004;1;
COG;2004;2;
COG;2004;3;
COG;2004;4;
COG;2004;5;
COG;2004;6;
COG;2004;7;
COG;2004;8;
COG;2004;9;
COG;2004;10;
COG;2004;11;
COG;2004;12;
COG;2005;1;
COG;2005;2;
COG;2005;3;2.0
COG;2005;4;
COG;2005;5;4.0
COG;2005;6;
COG;2005;7;
COG;2005;8;
COG;2005;9;
COG;2005;10;9.0
COG;2005;11;
COG;2005;12;
COG;2006;1;
COG;2006;2;
COG;2006;3;
COG;2006;4;
COG;2006;5;
COG;2006;6;
COG;2006;7;
COG;2006;8;
COG;2006;9;
COG;2006;10;
COG;2006;11;
COG;2006;12;
COG;2007;1;
COG;2007;2;
COG;2007;3;
COG;2007;4;
COG;2007;5;
COG;2007;6;
COG;2007;7;
COG;2007;8;
COG;2007;9;2.0
COG;2007;10;
COG;2007;11;
COG;2007;12;
COG;2008;1;
COG;2008;2;
COG;2008;3;
COG;2008;4;
COG;2008;5;
COG;2008;6;
COG;2008;7;
COG;2008;8;
COG;2008;9;1.0
COG;2008;10;
COG;2008;11;
COG;2008;12;
COG;2009;1;
COG;2009;2;
COG;2009;3;
COG;2009;4;
COG;2009;5;
COG;2009;6;
COG;2009;7;
COG;2009;8;
COG;2009;9;
COG;2009;10;
COG;2009;11;
COG;2009;12;
COG;2010;1;
COG;2010;2;
COG;2010;3;
COG;2010;4;
COG;2010;5;
COG;2010;6;
COG;2010;7;
COG;2010;8;
COG;2010;9;
COG;2010;10;
COG;2010;11;
COG;2010;12;
COG;2011;1;
COG;2011;2;
COG;2011;3;1.0
COG;2011;4;
COG;2011;5;
COG;2011;6;
COG;2011;7;
COG;2011;8;
COG;2011;9;
COG;2011;10;
COG;2011;11;
COG;2011;12;
COG;2012;1;
COG;2012;2;
COG;2012;3;2.0
COG;2012;4;
COG;2012;5;
COG;2012;6;
COG;2012;7;
COG;2012;8;
COG;2012;9;
COG;2012;10;
COG;2012;11;
COG;2012;12;
COG;2013;1;
COG;2013;2;
COG;2013;3;
COG;2013;4;
COG;2013;5;
COG;2013;6;
COG;2013;7;
COG;2013;8;
COG;2013;9;
COG;2013;10;
COG;2013;11;
COG;2013;12;
COG;2014;1;
COG;2014;2;
COG;2014;3;
COG;2014;4;
COG;2014;5;
COG;2014;6;
COG;2014;7;
COG;2014;8;
COG;2014;9;
COG;2014;10;
COG;2014;11;
COG;2014;12;
COG;2015;1;
COG;2015;2;
COG;2015;3;
COG;2015;4;
COG;2015;5;0.0
COG;2015;6;
COG;2015;7;
COG;2015;8;
COG;2015;9;
COG;2015;10;
COG;2015;11;
COG;2015;12;
COG;2016;1;
COG;2016;2;
COG;2016;3;
COG;2016;4;47.0
COG;2016;5;
COG;2016;6;
COG;2016;7;
COG;2016;8;
COG;2016;9;23.666666666666664
COG;2016;10;0.3333333333333333
COG;2016;11;
COG;2016;12;2.0
COG;2017;1;
COG;2017;2;
COG;2017;3;15.0
COG;2017;4;3.0
COG;2017;5;
COG;2017;6;
COG;2017;7;
COG;2017;8;
COG;2017;9;
COG;2017;10;
COG;2017;11;1.1320754716981132
COG;2017;12;0.8679245283018867
COG;2018;1;
COG;2018;2;
COG;2018;3;
COG;2018;4;
COG;2018;5;
COG;2018;6;
COG;2018;7;
COG;2018;8;
COG;2018;9;
COG;2018;10;
COG;2018;11;
COG;2018;12;
COG;2019;1;
COG;2019;2;
COG;2019;3;0.0
COG;2019;4;
COG;2019;5;
COG;2019;6;
COG;2019;7;0.0
COG;2019;8;
COG;2019;9;
COG;2019;10;
COG;2019;11;
COG;2019;12;
COG;2020;1;
COG;2020;2;
COG;2020;3;
COG;2020;4;
COG;2020;5;
COG;2020;6;0.0
COG;2020;7;
COG;2020;8;
COG;2020;9;
COG;2020;10;
COG;2020;11;
COG;2020;12;
COG;2021;1;
COG;2021;2;
COG;2021;3;
COG;2021;4;
COG;2021;5;
COG;2021;6;
COG;2021;7;
COG;2021;8;
COG;2021;9;
COG;2021;10;
COG;2021;11;
COG;2021;12;
COL;2003;8;75.0
COL;2003;9;113.0
COL;2003;10;164.0
COL;2003;11;47.0
COL;2003;12;105.0
COL;2004;1;180.0
COL;2004;2;124.0
COL;2004;3;185.0
COL;2004;4;105.0
COL;2004;5;128.47692307692307
COL;2004;6;188.46153846153845
COL;2004;7;203.96317780580077
COL;2004;8;227.0983606557377
COL;2004;9;101.0
COL;2004;10;82.0
COL;2004;11;115.0
COL;2004;12;141.0
COL;2005;1;101.0
COL;2005;2;204.0
COL;2005;3;176.0
COL;2005;4;136.0
COL;2005;5;202.0
COL;2005;6;132.0
COL;2005;7;138.0
COL;2005;8;122.0
COL;2005;9;107.0
COL;2005;10;245.0
COL;2005;11;44.0
COL;2005;12;118.0
COL;2006;1;28.0
COL;2006;2;122.0
COL;2006;3;53.0
COL;2006;4;90.0
COL;2006;5;30.0
COL;2006;6;35.0
COL;2006;7;61.0
COL;2006;8;38.0
COL;2006;9;21.0
COL;2006;10;8.0
COL;2006;11;79.0
COL;2006;12;23.0
COL;2007;1;19.0
COL;2007;2;12.0
COL;2007;3;47.0
COL;2007;4;22.0
COL;2007;5;47.0
COL;2007;6;48.0
COL;2007;7;10.0
COL;2007;8;15.0
COL;2007;9;32.0
COL;2007;10;42.0
COL;2007;11;52.0
COL;2007;12;16.0
COL;2008;1;11.299042180880456
COL;2008;2;42.215233007920425
COL;2008;3;8.299042180880457
COL;2008;4;30.257137594400444
COL;2008;5;20.299042180880456
COL;2008;6;7.257137594400442
COL;2008;7;49.299042180880456
COL;2008;8;15.299042180880456
COL;2008;9;33.021182538220664
COL;2008;10;19.25409836065574
COL;2008;11;2.2459016393442623
COL;2008;12;13.254098360655735
COL;2009;1;30.05
COL;2009;2;19.95
COL;2009;3;41.0
COL;2009;4;26.0
COL;2009;5;54.0
COL;2009;6;69.0
COL;2009;7;51.0
COL;2009;8;5.0
COL;2009;9;4.0
COL;2009;10;67.0
COL;2009;11;38.0
COL;2009;12;14.0
COL;2010;1;53.0
COL;2010;2;27.0
COL;2010;3;28.0
COL;2010;4;18.0
COL;2010;5;43.0
COL;2010;6;21.0
COL;2010;7;53.0
COL;2010;8;29.0
COL;2010;9;97.0
COL;2010;10;8.0
COL;2010;11;48.0
COL;2010;12;17.0
COL;2011;1;9.0
COL;2011;2;
COL;2011;3;34.0
COL;2011;4;12.0
COL;2011;5;21.0
COL;2011;6;15.0
COL;2011;7;21.0
COL;2011;8;9.0
COL;2011;9;30.0
COL;2011;10;56.0
COL;2011;11;20.0
COL;2011;12;
COL;2012;1;0.7311320754716981
COL;2012;2;15.683962264150944
COL;2012;3;87.73113207547169
COL;2012;4;30.70754716981132
COL;2012;5;12.7311320754717
COL;2012;6;0.7075471698113208
COL;2012;7;8.70754716981132
COL;2012;8;11.0
COL;2012;9;10.0
COL;2012;10;13.0
COL;2012;11;
COL;2012;12;36.0
COL;2013;1;0.0
COL;2013;2;12.0
COL;2013;3;16.0
COL;2013;4;0.0
COL;2013;5;22.0
COL;2013;6;0.0
COL;2013;7;29.0
COL;2013;8;14.0
COL;2013;9;9.0
COL;2013;10;3.0
COL;2013;11;10.0
COL;2013;12;25.0
COL;2014;1;25.0
COL;2014;2;8.0
COL;2014;3;8.0
COL;2014;4;11.0
COL;2014;5;11.0
COL;2014;6;7.0
COL;2014;7;16.0
COL;2014;8;2.0
COL;2014;9;42.0
COL;2014;10;1.0
COL;2014;11;3.0
COL;2014;12;22.0
COL;2015;1;1.0
COL;2015;2;12.0
COL;2015;3;5.0
COL;2015;4;15.0
COL;2015;5;50.0
COL;2015;6;19.0
COL;2015;7;3.0
COL;2015;8;2.0
COL;2015;9;8.0
COL;2015;10;27.0
COL;2015;11;1.0
COL;2015;12;
COL;2016;1;
COL;2016;2;10.0
COL;2016;3;7.0
COL;2016;4;
COL;2016;5;10.0
COL;2016;6;
COL;2016;7;2.0
COL;2016;8;
COL;2016;9;
COL;2016;10;3.0
COL;2016;11;2.0
COL;2016;12;4.0
COL;2017;1;2.0
COL;2017;2;3.0
COL;2017;3;11.0
COL;2017;4;15.0
COL;2017;5;5.0
COL;2017;6;4.0
COL;2017;7;6.0
COL;2017;8;8.0
COL;2017;9;6.0
COL;2017;10;20.0
COL;2017;11;6.0
COL;2017;12;1.0
COL;2018;1;40.0
COL;2018;2;22.0
COL;2018;3;27.94736842105263
COL;2018;4;7.052631578947368
COL;2018;5;22.0
COL;2018;6;36.0
COL;2018;7;28.0
COL;2018;8;12.0
COL;2018;9;20.0
COL;2018;10;19.0
COL;2018;11;4.0
COL;2018;12;7.0
COL;2019;1;30.55
COL;2019;2;16.4
COL;2019;3;25.55
COL;2019;4;13.5
COL;2019;5;15.0
COL;2019;6;11.0
COL;2019;7;11.0
COL;2019;8;15.0
COL;2019;9;15.4
COL;2019;10;13.6
COL;2019;11;3.0
COL;2019;12;5.0
COL;2020;1;14.0
COL;2020;2;13.0
COL;2020;3;2.0
COL;2020;4;18.0
COL;2020;5;20.0
COL;2020;6;13.0
COL;2020;7;9.0
COL;2020;8;26.0
COL;2020;9;33.0
COL;2020;10;8.0
COL;2020;11;4.0
COL;2020;12;8.0
COL;2021;1;12.0
COL;2021;2;18.0
COL;2021;3;26.0
COL;2021;4;27.5
COL;2021;5;14.5
COL;2021;6;13.875
COL;2021;7;23.125
COL;2021;8;4.0
COL;2021;9;44.0
COL;2021;10;14.0
COL;2021;11;11.0
COL;2021;12;3.0
COM;2003;8;
COM;2003;9;
COM;2003;10;
COM;2003;11;
COM;2003;12;
COM;2004;1;
COM;2004;2;
COM;2004;3;
COM;2004;4;
COM;2004;5;
COM;2004;6;
COM;2004;7;
COM;2004;8;
COM;2004;9;
COM;2004;10;
COM;2004;11;
COM;2004;12;
COM;2005;1;
COM;2005;2;
COM;2005;3;
COM;2005;4;
COM;2005;5;
COM;2005;6;
COM;2005;7;
COM;2005;8;
COM;2005;9;
COM;2005;10;
COM;2005;11;
COM;2005;12;
COM;2006;1;
COM;2006;2;
COM;2006;3;
COM;2006;4;
COM;2006;5;
COM;2006;6;
COM;2006;7;
COM;2006;8;
COM;2006;9;
COM;2006;10;
COM;2006;11;
COM;2006;12;
COM;2007;1;
COM;2007;2;
COM;2007;3;
COM;2007;4;
COM;2007;5;
COM;2007;6;
COM;2007;7;
COM;2007;8;
COM;2007;9;
COM;2007;10;
COM;2007;11;
COM;2007;12;
COM;2008;1;
COM;2008;2;
COM;2008;3;
COM;2008;4;
COM;2008;5;
COM;2008;6;
COM;2008;7;
COM;2008;8;
COM;2008;9;
COM;2008;10;
COM;2008;11;
COM;2008;12;
COM;2009;1;
COM;2009;2;
COM;2009;3;
COM;2009;4;
COM;2009;5;
COM;2009;6;
COM;2009;7;
COM;2009;8;
COM;2009;9;
COM;2009;10;
COM;2009;11;
COM;2009;12;
COM;2010;1;
COM;2010;2;
COM;2010;3;
COM;2010;4;
COM;2010;5;
COM;2010;6;
COM;2010;7;
COM;2010;8;
COM;2010;9;
COM;2010;10;
COM;2010;11;
COM;2010;12;
COM;2011;1;
COM;2011;2;
COM;2011;3;
COM;2011;4;
COM;2011;5;
COM;2011;6;
COM;2011;7;
COM;2011;8;
COM;2011;9;
COM;2011;10;
COM;2011;11;
COM;2011;12;
COM;2012;1;
COM;2012;2;
COM;2012;3;
COM;2012;4;
COM;2012;5;
COM;2012;6;
COM;2012;7;
COM;2012;8;
COM;2012;9;
COM;2012;10;
COM;2012;11;
COM;2012;12;
COM;2013;1;
COM;2013;2;
COM;2013;3;
COM;2013;4;
COM;2013;5;
COM;2013;6;
COM;2013;7;
COM;2013;8;
COM;2013;9;
COM;2013;10;
COM;2013;11;
COM;2013;12;
COM;2014;1;
COM;2014;2;
COM;2014;3;
COM;2014;4;
COM;2014;5;
COM;2014;6;
COM;2014;7;
COM;2014;8;
COM;2014;9;
COM;2014;10;
COM;2014;11;
COM;2014;12;
COM;2015;1;
COM;2015;2;
COM;2015;3;
COM;2015;4;
COM;2015;5;
COM;2015;6;
COM;2015;7;
COM;2015;8;
COM;2015;9;
COM;2015;10;
COM;2015;11;
COM;2015;12;
COM;2016;1;
COM;2016;2;
COM;2016;3;
COM;2016;4;
COM;2016;5;
